id_pedido,id_cliente,id_producto,id_transportista,region_destino,monto_venta,costo_envio,costo_producto,fecha_pedido,fecha_promesa,fecha_entrega,estado_envio
PED-10224,CLI-1048,PROD-101,TR-103,Norte,67,13.49,19,2025-01-21,2025-01-26,2025-01-27,Entregado
PED-10225,CLI-1143,PROD-106,TR-104,Centro,1734,14.11,559,2024-08-01,2024-08-05,2024-08-05,Entregado
PED-10226,CLI-1048,PROD-123,TR-101,Norte,459,24.52,834,2026-02-03,2026-02-06,2026-02-08,Entregado
PED-10227,CLI-1061,PROD-117,TR-103,Este,1377,18.02,816,2026-03-05,2026-03-10,2026-03-10,Entregado
PED-10228,CLI-1066,PROD-111,TR-104,Centro,1724,18.32,550,2025-04-22,2025-04-26,2025-05-01,Entregado
PED-10229,CLI-1144,PROD-127,TR-102,Norte,162,23.85,93,2026-01-29,2026-02-02,2026-02-02,Entregado
PED-10230,CLI-1106,PROD-109,TR-102,Sur,2589,21.73,558,2024-07-19,2024-07-23,2024-07-23,Entregado
PED-10231,CLI-1086,PROD-108,TR-104,Oeste,168,27.92,25,2026-01-10,2026-01-14,2026-01-14,Entregado
PED-10232,CLI-1090,PROD-105,TR-102,Sur,1320,33.87,828,2026-01-07,2026-01-11,2026-01-10,Entregado
PED-10233,CLI-1134,PROD-101,TR-101,Sur,134,30.83,19,2026-04-17,2026-04-20,2026-04-19,Entregado
PED-10234,CLI-1059,PROD-102,TR-102,Sur,1686,24.87,563,2024-01-10,2024-01-14,2024-01-14,Entregado
PED-10235,CLI-1123,PROD-121,TR-104,Este,64,22.53,36,2024-01-17,2024-01-21,2024-01-26,Entregado
PED-10236,CLI-1073,PROD-100,TR-104,Este,57,22.4,12,2026-04-05,2026-04-09,2026-04-08,Entregado
PED-10237,CLI-1061,PROD-106,TR-103,Este,867,33.92,1118,2026-04-14,2026-04-19,2026-04-19,Entregado
PED-10238,CLI-1117,PROD-118,TR-102,Norte,88,34.78,135,2025-12-14,2025-12-18,2025-12-19,Entregado
PED-10239,CLI-1008,PROD-102,TR-104,Centro,843,8.75,1689,2025-01-23,2025-01-27,2025-01-27,Entregado
PED-10240,CLI-1043,PROD-102,TR-104,Centro,2529,32.21,563,2026-05-15,2026-05-19,2026-05-19,Entregado
PED-10241,CLI-1010,PROD-107,TR-102,Oeste,940,9.73,552,2026-06-07,2026-06-11,2026-06-12,Entregado
PED-10242,CLI-1071,PROD-128,TR-101,Este,60,24.06,29,2024-07-02,2024-07-05,2024-07-05,Entregado
PED-10243,CLI-1101,PROD-129,TR-101,Norte,195,26.44,34,2024-11-02,2024-11-05,2024-11-09,Entregado
PED-10244,CLI-1098,PROD-124,TR-102,Sur,335,28.25,543,2026-03-20,2026-03-24,2026-03-25,Entregado
PED-10245,CLI-1025,PROD-113,TR-102,Oeste,422,25.3,102,2026-05-08,2026-05-12,2026-05-17,Entregado
PED-10246,CLI-1115,PROD-115,TR-102,Sur,486,26.51,108,2024-12-30,2025-01-03,2025-01-03,Entregado
PED-10247,CLI-1097,PROD-102,TR-103,Este,843,12.59,1126,2026-03-28,2026-04-02,2026-04-01,Entregado
PED-10248,CLI-1039,PROD-123,TR-104,Centro,459,20.29,556,2024-11-20,2024-11-24,2024-11-23,Entregado
PED-10249,CLI-1069,PROD-103,TR-102,Este,1407,22.08,816,2024-03-30,2024-04-03,2024-04-03,Entregado
PED-10250,CLI-1026,PROD-100,TR-101,Sur,171,31.39,24,2024-12-28,2024-12-31,2025-01-01,Entregado
PED-10251,CLI-1105,PROD-112,TR-101,Sur,642,12.99,318,2026-01-12,2026-01-15,2026-01-14,Entregado
PED-10252,CLI-1097,PROD-105,TR-102,Este,440,12.93,276,2024-10-02,2024-10-06,2024-10-06,Entregado
PED-10253,CLI-1070,PROD-113,TR-103,Sur,422,27.6,102,2025-05-10,2025-05-15,2025-05-15,Entregado
PED-10254,CLI-1126,PROD-119,TR-102,Norte,93,17.3,86,2025-04-13,2025-04-17,2025-04-21,Entregado
PED-10255,CLI-1084,PROD-114,TR-103,Oeste,903,16.46,181,2025-03-16,2025-03-21,2025-03-22,Entregado
PED-10256,CLI-1051,PROD-115,TR-103,Centro,486,26.92,324,2024-06-30,2024-07-05,2024-07-05,Entregado
PED-10257,CLI-1125,PROD-118,TR-102,Centro,176,33.2,45,2024-11-29,2024-12-03,2024-12-03,Entregado
PED-10258,CLI-1051,PROD-118,TR-102,Centro,264,33.49,90,2025-11-29,2025-12-03,2025-12-02,Entregado
PED-10259,CLI-1053,PROD-114,TR-103,Este,903,12.19,362,2026-05-01,2026-05-06,2026-05-06,Entregado
PED-10260,CLI-1077,PROD-107,TR-103,Norte,940,20.4,276,2025-11-05,2025-11-10,2025-11-10,Entregado
PED-10261,CLI-1122,PROD-118,TR-104,Centro,176,9.47,135,2025-07-01,2025-07-05,,Cancelado
PED-10262,CLI-1137,PROD-119,TR-101,Oeste,279,12.91,86,2024-04-21,2024-04-24,2024-04-25,Entregado
PED-10263,CLI-1144,PROD-120,TR-104,Norte,839,11.11,541,2026-02-09,2026-02-13,2026-02-13,Entregado
PED-10264,CLI-1056,PROD-116,TR-102,Este,1392,26.8,861,2025-04-01,2025-04-05,2025-04-05,Entregado
PED-10265,CLI-1038,PROD-111,TR-101,Este,862,30.53,550,2025-05-09,2025-05-12,2025-05-17,Entregado
PED-10266,CLI-1089,PROD-109,TR-103,Este,1726,21.12,1116,2025-04-11,2025-04-16,2025-04-17,Entregado
PED-10267,CLI-1115,PROD-110,TR-101,Sur,205,25.67,248,2024-11-03,2024-11-06,2024-11-08,Entregado
PED-10268,CLI-1042,PROD-129,TR-102,Este,130,19.8,51,2025-06-12,2025-06-16,2025-06-15,Entregado
PED-10269,CLI-1118,PROD-107,TR-104,Norte,1410,18.98,552,2025-10-06,2025-10-10,2025-10-11,Entregado
PED-10270,CLI-1050,PROD-114,TR-104,Este,301,28.44,362,2025-02-02,2025-02-06,2025-02-09,Entregado
PED-10271,CLI-1016,PROD-118,TR-101,Este,176,13.72,90,2026-03-29,2026-04-01,2026-03-31,Entregado
PED-10272,CLI-1029,PROD-108,TR-104,Oeste,252,24.7,50,2025-06-24,2025-06-28,2025-06-28,Entregado
PED-10273,CLI-1029,PROD-111,TR-103,Oeste,2586,29.72,1650,2026-05-15,2026-05-20,2026-05-19,Entregado
PED-10274,CLI-1021,PROD-121,TR-102,Sur,64,18.39,36,2024-11-16,2024-11-20,2024-11-24,Entregado
PED-10275,CLI-1099,PROD-113,TR-102,Oeste,422,22.74,306,2025-08-11,2025-08-15,2025-08-14,Entregado
PED-10276,CLI-1044,PROD-117,TR-102,Norte,918,24.91,544,2025-05-16,2025-05-20,2025-05-19,Entregado
PED-10277,CLI-1091,PROD-100,TR-104,Norte,171,25.81,36,2024-05-19,2024-05-23,2024-05-23,Entregado
PED-10278,CLI-1104,PROD-121,TR-104,Sur,128,10.69,36,2025-03-01,2025-03-05,2025-03-05,Entregado
PED-10279,CLI-1007,PROD-125,TR-102,Este,2574,12.96,1102,2024-10-26,2024-10-30,2024-11-02,Entregado
PED-10280,CLI-1126,PROD-117,TR-101,Norte,918,30.3,816,2025-08-09,2025-08-12,2025-08-19,Entregado
PED-10281,CLI-1112,PROD-117,TR-102,Este,918,20.42,272,2025-03-11,2025-03-15,2025-03-18,Entregado
PED-10282,CLI-1022,PROD-114,TR-101,Norte,903,26.76,543,2026-03-05,2026-03-08,2026-03-08,Entregado
PED-10283,CLI-1109,PROD-105,TR-102,Norte,440,17.8,828,2026-03-14,2026-03-18,2026-03-17,Entregado
PED-10284,CLI-1071,PROD-119,TR-102,Este,186,15.58,129,2024-11-27,2024-12-01,2024-12-01,Entregado
PED-10285,CLI-1131,PROD-128,TR-101,Sur,60,31.48,58,2024-05-18,2024-05-21,2024-05-21,Entregado
PED-10286,CLI-1032,PROD-122,TR-102,Centro,210,18.91,321,2024-09-12,2024-09-16,2024-09-16,Entregado
PED-10287,CLI-1036,PROD-118,TR-103,Este,88,29.56,135,2025-10-04,2025-10-09,2025-10-09,Entregado
PED-10288,CLI-1023,PROD-112,TR-103,Centro,428,17.17,212,2025-12-12,2025-12-17,2025-12-17,Entregado
PED-10289,CLI-1000,PROD-127,TR-101,Este,162,17.99,93,2026-01-18,2026-01-21,2026-01-22,Entregado
PED-10290,CLI-1136,PROD-112,TR-102,Sur,428,30.45,212,2025-03-15,2025-03-19,2025-03-19,Entregado
PED-10291,CLI-1086,PROD-117,TR-102,Oeste,1377,9.72,272,2025-08-02,2025-08-06,2025-08-06,Entregado
PED-10292,CLI-1117,PROD-100,TR-101,Norte,57,13.86,24,2026-05-28,2026-05-31,2026-06-06,Entregado
PED-10293,CLI-1033,PROD-128,TR-103,Oeste,60,18.05,87,2024-06-11,2024-06-16,2024-06-16,Entregado
PED-10294,CLI-1021,PROD-111,TR-102,Sur,2586,28.51,1650,2024-02-23,2024-02-27,2024-02-27,Entregado
PED-10295,CLI-1109,PROD-120,TR-101,Norte,1678,12.02,541,2025-12-21,2025-12-24,2025-12-28,Entregado
PED-10296,CLI-1113,PROD-100,TR-101,Norte,114,12.0,36,2025-12-13,2025-12-16,2025-12-19,Entregado
PED-10297,CLI-1098,PROD-102,TR-101,Sur,843,29.0,1126,2024-04-15,2024-04-18,2024-04-18,Entregado
PED-10298,CLI-1034,PROD-120,TR-102,Este,2517,12.85,1623,2024-03-11,2024-03-15,2024-03-14,Entregado
PED-10299,CLI-1089,PROD-123,TR-102,Este,1377,20.22,834,2025-10-05,2025-10-09,2025-10-09,Entregado
PED-10300,CLI-1055,PROD-102,TR-101,Este,2529,17.82,1126,2024-05-23,2024-05-26,2024-05-27,Entregado
PED-10301,CLI-1035,PROD-107,TR-103,Centro,1410,30.97,276,2025-10-22,2025-10-27,2025-10-31,Entregado
PED-10302,CLI-1077,PROD-106,TR-102,Norte,867,21.61,559,2026-02-04,2026-02-08,2026-02-09,Entregado
PED-10303,CLI-1127,PROD-120,TR-101,Este,1678,12.0,1082,2025-06-24,2025-06-27,2025-06-26,Entregado
PED-10304,CLI-1145,PROD-113,TR-103,Oeste,211,24.07,102,2025-07-13,2025-07-18,2025-07-18,Entregado
PED-10305,CLI-1003,PROD-108,TR-102,Norte,252,25.16,50,2024-02-10,2024-02-14,2024-02-14,Entregado
PED-10306,CLI-1128,PROD-124,TR-104,Este,1005,22.75,543,2025-03-09,2025-03-13,2025-03-12,Entregado
PED-10307,CLI-1039,PROD-108,TR-101,Centro,84,17.16,75,2024-11-13,2024-11-16,2024-11-19,Entregado
PED-10308,CLI-1016,PROD-109,TR-104,Este,863,10.78,558,2026-01-17,2026-01-21,2026-01-20,Entregado
PED-10309,CLI-1111,PROD-103,TR-104,Este,1407,25.94,816,2025-09-18,2025-09-22,2025-09-22,Entregado
PED-10310,CLI-1044,PROD-103,TR-101,Norte,469,33.75,544,2025-12-25,2025-12-28,2025-12-31,Entregado
PED-10311,CLI-1066,PROD-105,TR-103,Centro,1320,28.94,276,2024-05-09,2024-05-14,2024-05-14,Entregado
PED-10312,CLI-1007,PROD-110,TR-104,Este,615,25.13,372,2024-10-05,2024-10-09,2024-10-09,Entregado
PED-10313,CLI-1127,PROD-114,TR-103,Este,301,12.67,362,2024-02-26,2024-03-02,2024-03-03,Entregado
PED-10314,CLI-1146,PROD-121,TR-101,Norte,64,14.98,36,2024-08-21,2024-08-24,2024-08-23,Entregado
PED-10315,CLI-1120,PROD-111,TR-104,Sur,2586,28.13,1650,2024-06-02,2024-06-06,2024-06-05,Entregado
PED-10316,CLI-1107,PROD-107,TR-103,Sur,940,30.39,552,2024-09-11,2024-09-16,2024-09-17,Entregado
PED-10317,CLI-1030,PROD-116,TR-101,Sur,464,10.33,574,2024-07-02,2024-07-05,2024-07-06,Entregado
PED-10318,CLI-1072,PROD-124,TR-103,Oeste,335,13.82,362,2024-12-01,2024-12-06,2024-12-11,Entregado
PED-10319,CLI-1077,PROD-123,TR-102,Norte,459,32.36,834,2025-04-20,2025-04-24,2025-04-24,Entregado
PED-10320,CLI-1062,PROD-104,TR-101,Centro,291,31.75,78,2025-02-23,2025-02-26,,Cancelado
PED-10321,CLI-1000,PROD-124,TR-104,Este,335,22.54,181,2026-05-19,2026-05-23,2026-05-23,Entregado
PED-10322,CLI-1060,PROD-113,TR-104,Centro,633,10.97,204,2024-03-02,2024-03-06,2024-03-05,Entregado
PED-10323,CLI-1059,PROD-128,TR-104,Sur,180,23.89,29,2025-12-18,2025-12-22,2025-12-22,Entregado
PED-10324,CLI-1129,PROD-104,TR-104,Centro,194,34.05,78,2024-03-17,2024-03-21,2024-03-20,Entregado
PED-10325,CLI-1060,PROD-109,TR-103,Centro,2589,17.15,1674,2026-05-21,2026-05-26,2026-05-26,Entregado
PED-10326,CLI-1115,PROD-108,TR-102,Sur,252,12.62,25,2024-03-17,2024-03-21,2024-03-20,Entregado
PED-10327,CLI-1042,PROD-114,TR-104,Este,602,20.48,181,2024-11-17,2024-11-21,2024-11-22,Entregado
PED-10328,CLI-1030,PROD-102,TR-102,Sur,2529,9.57,1689,2026-04-06,2026-04-10,2026-04-11,Entregado
PED-10329,CLI-1083,PROD-104,TR-101,Oeste,194,9.8,78,2025-12-29,2026-01-01,2026-01-01,Entregado
PED-10330,CLI-1076,PROD-108,TR-102,Norte,252,23.08,75,2024-02-01,2024-02-05,2024-02-05,Entregado
PED-10331,CLI-1024,PROD-114,TR-101,Sur,301,30.5,181,2026-04-03,2026-04-06,2026-04-05,Entregado
PED-10332,CLI-1056,PROD-104,TR-102,Este,291,10.73,78,2026-04-23,2026-04-27,2026-04-28,Entregado
PED-10333,CLI-1019,PROD-100,TR-101,Oeste,57,32.48,12,2024-07-21,2024-07-24,2024-07-24,Entregado
PED-10334,CLI-1084,PROD-103,TR-101,Oeste,1407,21.65,544,2025-04-17,2025-04-20,2025-04-25,Entregado
PED-10335,CLI-1109,PROD-105,TR-103,Norte,880,31.91,552,2024-08-07,2024-08-12,2024-08-12,Entregado
PED-10336,CLI-1008,PROD-119,TR-102,Centro,279,10.12,86,2025-10-24,2025-10-28,2025-10-28,Entregado
PED-10337,CLI-1071,PROD-112,TR-102,Este,214,34.84,318,2025-03-05,2025-03-09,2025-03-10,Entregado
PED-10338,CLI-1004,PROD-112,TR-103,Sur,428,21.81,318,2025-05-06,2025-05-11,2025-05-11,Entregado
PED-10339,CLI-1099,PROD-108,TR-102,Oeste,84,10.05,50,2024-01-27,2024-01-31,2024-01-30,Entregado
PED-10340,CLI-1120,PROD-116,TR-103,Sur,464,15.07,287,2026-02-24,2026-03-01,2026-02-28,Entregado
PED-10341,CLI-1061,PROD-108,TR-101,Este,252,17.9,50,2026-02-21,2026-02-24,2026-02-23,Entregado
PED-10342,CLI-1044,PROD-105,TR-102,Norte,1320,32.72,552,2025-08-29,2025-09-02,2025-09-03,Entregado
PED-10343,CLI-1090,PROD-118,TR-102,Sur,264,13.15,90,2025-07-30,2025-08-03,2025-08-03,Entregado
PED-10344,CLI-1009,PROD-102,TR-101,Centro,2529,8.52,1126,2024-08-26,2024-08-29,2024-08-28,Entregado
PED-10345,CLI-1051,PROD-125,TR-102,Centro,858,12.41,551,2024-12-14,2024-12-18,2024-12-18,Entregado
PED-10346,CLI-1036,PROD-124,TR-101,Este,335,27.17,362,2026-05-16,2026-05-19,2026-05-19,Entregado
PED-10347,CLI-1101,PROD-118,TR-101,Norte,88,33.64,135,2024-12-10,2024-12-13,2024-12-17,Entregado
PED-10348,CLI-1124,PROD-120,TR-103,Sur,2517,29.36,1623,2024-06-27,2024-07-02,2024-07-03,Entregado
PED-10349,CLI-1044,PROD-112,TR-103,Norte,214,8.55,318,2026-01-21,2026-01-26,2026-01-25,Entregado
PED-10350,CLI-1146,PROD-112,TR-101,Norte,642,11.26,318,2024-07-05,2024-07-08,2024-07-08,Entregado
PED-10351,CLI-1127,PROD-104,TR-103,Este,194,25.36,26,2026-02-02,2026-02-07,,Cancelado
PED-10352,CLI-1085,PROD-114,TR-101,Norte,602,29.36,362,2024-09-28,2024-10-01,2024-10-04,Entregado
PED-10353,CLI-1012,PROD-112,TR-104,Este,428,31.87,212,2026-01-20,2026-01-24,2026-01-23,Entregado
PED-10354,CLI-1089,PROD-117,TR-104,Este,1377,14.48,816,2024-04-13,2024-04-17,2024-04-18,Entregado
PED-10355,CLI-1008,PROD-109,TR-101,Centro,863,13.01,1116,2024-11-22,2024-11-25,2024-11-24,Entregado
PED-10356,CLI-1096,PROD-105,TR-101,Sur,880,34.61,828,2025-07-14,2025-07-17,2025-07-16,Entregado
PED-10357,CLI-1123,PROD-122,TR-101,Este,630,12.66,214,2025-03-17,2025-03-20,2025-03-19,Entregado
PED-10358,CLI-1025,PROD-110,TR-102,Oeste,615,22.81,372,2024-07-13,2024-07-17,2024-07-18,Entregado
PED-10359,CLI-1076,PROD-107,TR-101,Norte,940,9.94,276,2024-02-20,2024-02-23,2024-03-01,Entregado
PED-10360,CLI-1022,PROD-109,TR-104,Norte,863,16.23,1674,2024-07-23,2024-07-27,2024-07-30,Entregado
PED-10361,CLI-1029,PROD-109,TR-104,Oeste,1726,25.51,558,2025-04-27,2025-05-01,2025-05-02,Entregado
PED-10362,CLI-1094,PROD-128,TR-104,Oeste,120,20.82,58,2025-01-13,2025-01-17,2025-01-16,Entregado
PED-10363,CLI-1057,PROD-126,TR-103,Norte,852,17.61,1686,2025-07-31,2025-08-05,2025-08-07,Entregado
PED-10364,CLI-1058,PROD-117,TR-101,Norte,918,26.71,816,2026-05-10,2026-05-13,,Cancelado
PED-10365,CLI-1146,PROD-128,TR-102,Norte,180,21.81,29,2025-05-02,2025-05-06,2025-05-06,Entregado
PED-10366,CLI-1132,PROD-125,TR-102,Sur,858,34.26,551,2024-05-03,2024-05-07,2024-05-07,Entregado
PED-10367,CLI-1049,PROD-104,TR-101,Oeste,97,12.42,78,2025-03-09,2025-03-12,2025-03-17,Entregado
PED-10368,CLI-1081,PROD-129,TR-101,Oeste,195,31.2,34,2024-03-30,2024-04-02,2024-04-02,Entregado
PED-10369,CLI-1133,PROD-114,TR-101,Este,903,11.48,362,2026-03-16,2026-03-19,2026-03-20,Entregado
PED-10370,CLI-1145,PROD-118,TR-101,Oeste,176,31.82,135,2024-04-18,2024-04-21,2024-04-20,Entregado
PED-10371,CLI-1105,PROD-108,TR-104,Sur,168,13.06,25,2025-11-01,2025-11-05,2025-11-06,Entregado
PED-10372,CLI-1102,PROD-101,TR-104,Norte,67,28.26,19,2026-06-29,2026-07-03,,Cancelado
PED-10373,CLI-1095,PROD-100,TR-103,Sur,114,31.24,24,2026-04-17,2026-04-22,2026-04-22,Entregado
PED-10374,CLI-1025,PROD-127,TR-102,Oeste,108,15.64,62,2024-05-17,2024-05-21,2024-05-22,Entregado
PED-10375,CLI-1022,PROD-106,TR-104,Norte,2601,28.63,1118,2024-08-04,2024-08-08,2024-08-08,Entregado
PED-10376,CLI-1095,PROD-126,TR-101,Sur,1704,21.93,1686,2025-06-11,2025-06-14,2025-06-13,Entregado
PED-10377,CLI-1034,PROD-124,TR-101,Este,335,9.38,181,2024-06-26,2024-06-29,2024-06-28,Entregado
PED-10378,CLI-1012,PROD-129,TR-103,Este,130,19.02,51,2025-12-22,2025-12-27,2025-12-27,Entregado
PED-10379,CLI-1031,PROD-121,TR-101,Norte,128,33.95,36,2024-09-04,2024-09-07,2024-09-14,Entregado
PED-10380,CLI-1141,PROD-111,TR-103,Norte,2586,10.9,1650,2024-06-16,2024-06-21,2024-06-21,Entregado
PED-10381,CLI-1007,PROD-112,TR-101,Este,214,14.47,318,2024-06-15,2024-06-18,2024-06-17,Entregado
PED-10382,CLI-1052,PROD-108,TR-104,Oeste,168,25.66,25,2025-06-09,2025-06-13,2025-06-15,Entregado
PED-10383,CLI-1002,PROD-107,TR-103,Sur,1410,25.53,828,2025-09-14,2025-09-19,2025-09-19,Entregado
PED-10384,CLI-1108,PROD-128,TR-104,Este,60,16.51,58,2026-05-22,2026-05-26,2026-05-26,Entregado
PED-10385,CLI-1133,PROD-126,TR-104,Este,2556,24.23,1686,2025-08-21,2025-08-25,2025-08-29,Entregado
PED-10386,CLI-1027,PROD-115,TR-101,Oeste,486,15.42,216,2024-12-10,2024-12-13,2024-12-14,Entregado
PED-10387,CLI-1076,PROD-106,TR-102,Norte,2601,26.0,1118,2025-06-13,2025-06-17,2025-06-16,Entregado
PED-10388,CLI-1035,PROD-123,TR-101,Centro,918,19.22,556,2025-11-02,2025-11-05,2025-11-05,Entregado
PED-10389,CLI-1009,PROD-118,TR-102,Centro,264,25.42,135,2024-12-17,2024-12-21,2024-12-20,Entregado
PED-10390,CLI-1121,PROD-129,TR-103,Oeste,195,13.3,51,2025-06-03,2025-06-08,2025-06-07,Entregado
PED-10391,CLI-1024,PROD-115,TR-102,Sur,243,32.34,324,2026-01-28,2026-02-01,2026-02-02,Entregado
PED-10392,CLI-1056,PROD-111,TR-102,Este,1724,15.4,1100,2026-02-01,2026-02-05,2026-02-05,Entregado
PED-10393,CLI-1075,PROD-114,TR-101,Oeste,602,21.76,181,2025-04-26,2025-04-29,,Cancelado
PED-10394,CLI-1097,PROD-116,TR-103,Este,464,17.58,287,2025-02-27,2025-03-04,,Cancelado
PED-10395,CLI-1117,PROD-104,TR-103,Norte,194,25.22,52,2026-06-02,2026-06-07,2026-06-06,Entregado
PED-10396,CLI-1045,PROD-110,TR-101,Centro,205,28.76,372,2024-01-05,2024-01-08,2024-01-07,Entregado
PED-10397,CLI-1125,PROD-125,TR-101,Centro,1716,19.87,1102,2024-05-12,2024-05-15,2024-05-16,Entregado
PED-10398,CLI-1001,PROD-101,TR-102,Oeste,134,13.55,57,2026-01-18,2026-01-22,2026-01-21,Entregado
PED-10399,CLI-1001,PROD-120,TR-102,Oeste,1678,11.22,541,2024-08-19,2024-08-23,2024-08-23,Entregado
PED-10400,CLI-1128,PROD-118,TR-103,Este,176,20.58,90,2024-06-20,2024-06-25,2024-06-27,Entregado
PED-10401,CLI-1134,PROD-110,TR-104,Sur,410,18.02,248,2026-06-28,2026-07-02,2026-07-01,Entregado
PED-10402,CLI-1048,PROD-105,TR-104,Norte,440,27.95,276,2024-01-20,2024-01-24,2024-01-25,Entregado
PED-10403,CLI-1043,PROD-103,TR-103,Centro,938,15.28,816,2025-12-29,2026-01-03,2026-01-02,Entregado
PED-10404,CLI-1136,PROD-119,TR-101,Sur,93,30.66,129,2025-08-31,2025-09-03,2025-09-04,Entregado
PED-10405,CLI-1029,PROD-113,TR-104,Oeste,422,12.56,306,2025-01-24,2025-01-28,2025-01-28,Entregado
PED-10406,CLI-1002,PROD-109,TR-104,Sur,2589,27.07,1674,2025-11-08,2025-11-12,2025-11-16,Entregado
PED-10407,CLI-1026,PROD-116,TR-101,Sur,928,24.64,287,2024-10-16,2024-10-19,2024-10-21,Entregado
PED-10408,CLI-1133,PROD-106,TR-103,Este,867,21.65,1677,2025-12-21,2025-12-26,2025-12-25,Entregado
PED-10409,CLI-1053,PROD-122,TR-104,Este,630,32.53,107,2024-12-04,2024-12-08,2024-12-07,Entregado
PED-10410,CLI-1146,PROD-121,TR-104,Norte,64,27.67,108,2024-06-01,2024-06-05,,Cancelado
PED-10411,CLI-1059,PROD-114,TR-103,Sur,301,31.08,181,2024-09-27,2024-10-02,2024-10-01,Entregado
PED-10412,CLI-1092,PROD-125,TR-103,Oeste,858,31.08,551,2025-03-12,2025-03-17,2025-03-16,Entregado
PED-10413,CLI-1043,PROD-110,TR-103,Centro,615,18.37,124,2025-03-24,2025-03-29,2025-03-29,Entregado
PED-10414,CLI-1087,PROD-105,TR-101,Sur,880,26.78,552,2025-02-14,2025-02-17,2025-02-17,Entregado
PED-10415,CLI-1122,PROD-125,TR-104,Centro,858,26.95,551,2025-10-26,2025-10-30,2025-10-29,Entregado
PED-10416,CLI-1015,PROD-127,TR-102,Centro,108,26.48,93,2024-04-16,2024-04-20,2024-04-21,Entregado
PED-10417,CLI-1097,PROD-124,TR-103,Este,670,11.49,362,2025-09-18,2025-09-23,2025-09-26,Entregado
PED-10418,CLI-1011,PROD-102,TR-103,Oeste,2529,28.84,1689,2025-11-01,2025-11-06,2025-11-07,Entregado
PED-10419,CLI-1144,PROD-107,TR-103,Norte,1410,19.97,276,2025-06-15,2025-06-20,2025-06-21,Entregado
PED-10420,CLI-1123,PROD-111,TR-104,Este,2586,8.81,550,2024-06-01,2024-06-05,,Cancelado
PED-10421,CLI-1129,PROD-127,TR-104,Centro,54,17.0,62,2026-05-22,2026-05-26,2026-05-25,Entregado
PED-10422,CLI-1084,PROD-108,TR-101,Oeste,168,30.15,50,2025-06-03,2025-06-06,2025-06-07,Entregado
PED-10423,CLI-1113,PROD-125,TR-104,Norte,1716,34.49,551,2024-03-31,2024-04-04,2024-04-04,Entregado
PED-10424,CLI-1004,PROD-103,TR-104,Sur,469,34.02,816,2025-02-26,2025-03-02,2025-03-04,Entregado
PED-10425,CLI-1130,PROD-117,TR-102,Centro,918,30.14,272,2025-11-01,2025-11-05,2025-11-05,Entregado
PED-10426,CLI-1116,PROD-110,TR-104,Centro,410,11.08,124,2026-01-03,2026-01-07,2026-01-08,Entregado
PED-10427,CLI-1000,PROD-110,TR-103,Este,615,18.41,372,2026-04-29,2026-05-04,2026-05-04,Entregado
PED-10428,CLI-1027,PROD-101,TR-102,Oeste,201,19.34,57,2025-05-19,2025-05-23,2025-05-24,Entregado
PED-10429,CLI-1050,PROD-106,TR-101,Este,867,17.46,1677,2026-05-22,2026-05-25,2026-05-25,Entregado
PED-10430,CLI-1106,PROD-101,TR-101,Sur,201,33.84,57,2026-03-01,2026-03-04,2026-03-04,Entregado
PED-10431,CLI-1034,PROD-115,TR-101,Este,486,21.3,324,2025-06-27,2025-06-30,2025-07-01,Entregado
PED-10432,CLI-1045,PROD-122,TR-102,Centro,420,24.41,321,2026-01-18,2026-01-22,2026-01-21,Entregado
PED-10433,CLI-1082,PROD-116,TR-104,Centro,464,19.04,574,2025-03-04,2025-03-08,2025-03-09,Entregado
PED-10434,CLI-1075,PROD-114,TR-102,Oeste,903,16.42,543,2024-05-21,2024-05-25,2024-05-26,Entregado
PED-10435,CLI-1080,PROD-122,TR-102,Norte,420,17.65,321,2024-07-24,2024-07-28,2024-07-29,Entregado
PED-10436,CLI-1045,PROD-116,TR-103,Centro,1392,23.94,574,2025-12-28,2026-01-02,,Cancelado
PED-10437,CLI-1106,PROD-121,TR-103,Sur,192,9.17,36,2026-06-17,2026-06-22,2026-06-21,Entregado
PED-10438,CLI-1037,PROD-101,TR-101,Sur,134,15.14,57,2024-07-23,2024-07-26,2024-07-25,Entregado
PED-10439,CLI-1015,PROD-122,TR-103,Centro,420,11.22,214,2024-07-27,2024-08-01,2024-07-31,Entregado
PED-10440,CLI-1143,PROD-127,TR-102,Centro,54,29.28,93,2026-01-30,2026-02-03,2026-02-03,Entregado
PED-10441,CLI-1073,PROD-122,TR-101,Este,420,9.93,321,2025-01-25,2025-01-28,2025-01-29,Entregado
PED-10442,CLI-1051,PROD-119,TR-104,Centro,279,25.66,129,2026-04-29,2026-05-03,2026-05-04,Entregado
PED-10443,CLI-1139,PROD-123,TR-102,Oeste,918,13.2,556,2026-03-05,2026-03-09,2026-03-08,Entregado
PED-10444,CLI-1019,PROD-105,TR-102,Oeste,440,15.9,552,2026-01-22,2026-01-26,2026-01-26,Entregado
PED-10445,CLI-1067,PROD-104,TR-102,Este,194,27.31,52,2025-08-21,2025-08-25,2025-08-24,Entregado
PED-10446,CLI-1039,PROD-101,TR-102,Centro,201,16.48,57,2024-11-26,2024-11-30,2024-12-01,Entregado
PED-10447,CLI-1140,PROD-111,TR-101,Oeste,862,22.3,550,2026-03-13,2026-03-16,2026-03-17,Entregado
