id_pedido,id_cliente,id_producto,id_transportista,region_destino,monto_venta,costo_envio,costo_producto,fecha_pedido,fecha_promesa,fecha_entrega,estado_envio,dias_transcurridos_reales,dias_prometidos,indicador_cumplimiento,margen_operativo_pedido
PED-10170,CLI-1081,PROD-123,TR-103,Oeste,1377,11.31,834,2025-02-12,2025-02-17,2025-02-17,Entregado,5.0,5,A Tiempo,531.69
PED-10171,CLI-1061,PROD-114,TR-101,Este,301,16.19,181,2024-09-30,2024-10-03,2024-10-02,Entregado,2.0,3,A Tiempo,103.81
PED-10172,CLI-1098,PROD-127,TR-104,Sur,108,27.61,93,2024-09-11,2024-09-15,2024-09-14,Entregado,3.0,4,A Tiempo,-12.61
PED-10173,CLI-1048,PROD-124,TR-102,Norte,670,21.68,362,2025-05-25,2025-05-29,2025-05-29,Entregado,4.0,4,A Tiempo,286.32000000000005
PED-10174,CLI-1023,PROD-112,TR-104,Centro,214,15.96,106,2024-09-03,2024-09-07,2024-09-07,Entregado,4.0,4,A Tiempo,92.03999999999999
PED-10175,CLI-1120,PROD-109,TR-101,Sur,1726,18.19,1674,2026-05-17,2026-05-20,2026-05-23,Entregado,6.0,3,Atrasado,33.809999999999945
PED-10176,CLI-1011,PROD-112,TR-101,Oeste,642,10.45,212,2025-08-06,2025-08-09,2025-08-09,Entregado,3.0,3,A Tiempo,419.54999999999995
PED-10177,CLI-1129,PROD-114,TR-103,Centro,903,11.91,181,2026-04-25,2026-04-30,2026-05-01,Entregado,6.0,5,Atrasado,710.09
PED-10178,CLI-1095,PROD-125,TR-103,Sur,858,21.99,1653,2025-07-25,2025-07-30,2025-07-29,Entregado,4.0,5,A Tiempo,-816.99
PED-10179,CLI-1128,PROD-101,TR-101,Este,134,20.61,57,2024-02-09,2024-02-12,2024-02-12,Entregado,3.0,3,A Tiempo,56.39
PED-10180,CLI-1131,PROD-104,TR-103,Sur,291,30.83,78,2025-09-19,2025-09-24,2025-09-24,Entregado,5.0,5,A Tiempo,182.17000000000002
PED-10181,CLI-1086,PROD-116,TR-104,Oeste,464,17.28,574,2025-12-26,2025-12-30,2025-12-30,Entregado,4.0,4,A Tiempo,-127.27999999999997
PED-10182,CLI-1028,PROD-113,TR-103,Sur,633,24.32,102,2026-03-26,2026-03-31,2026-04-01,Entregado,6.0,5,Atrasado,506.67999999999995
PED-10183,CLI-1148,PROD-118,TR-102,Este,88,25.17,135,2026-01-08,2026-01-12,2026-01-17,Entregado,9.0,4,Atrasado,-72.17
PED-10184,CLI-1097,PROD-104,TR-102,Este,97,9.0,26,2024-02-02,2024-02-06,2024-02-07,Entregado,5.0,4,Atrasado,62.0
PED-10185,CLI-1038,PROD-113,TR-102,Este,422,27.78,306,2025-02-24,2025-02-28,2025-03-01,Entregado,5.0,4,Atrasado,88.22000000000003
PED-10186,CLI-1132,PROD-106,TR-103,Sur,1734,20.68,559,2025-11-09,2025-11-14,2025-11-14,Entregado,5.0,5,A Tiempo,1154.32
PED-10187,CLI-1136,PROD-110,TR-103,Sur,615,29.8,372,2025-11-23,2025-11-28,2025-11-29,Entregado,6.0,5,Atrasado,213.20000000000005
PED-10188,CLI-1123,PROD-106,TR-102,Este,1734,27.18,1118,2024-10-12,2024-10-16,2024-10-15,Entregado,3.0,4,A Tiempo,588.8199999999999
PED-10189,CLI-1125,PROD-110,TR-104,Centro,410,11.73,248,2024-12-23,2024-12-27,2024-12-28,Entregado,5.0,4,Atrasado,150.26999999999998
PED-10190,CLI-1097,PROD-128,TR-104,Este,120,16.12,29,2026-04-18,2026-04-22,2026-04-21,Entregado,3.0,4,A Tiempo,74.88
PED-10191,CLI-1020,PROD-111,TR-104,Norte,862,30.44,550,2025-11-02,2025-11-06,2025-11-06,Entregado,4.0,4,A Tiempo,281.55999999999995
PED-10192,CLI-1069,PROD-129,TR-103,Este,65,26.25,17,2024-05-20,2024-05-25,2024-05-28,Entregado,8.0,5,Atrasado,21.75
PED-10193,CLI-1059,PROD-101,TR-101,Sur,67,28.93,57,2025-02-27,2025-03-02,2025-03-02,Entregado,3.0,3,A Tiempo,-18.93
PED-10194,CLI-1001,PROD-117,TR-102,Oeste,918,13.79,816,2025-02-20,2025-02-24,2025-02-24,Entregado,4.0,4,A Tiempo,88.21000000000004
PED-10195,CLI-1073,PROD-110,TR-103,Este,615,14.65,372,2025-10-23,2025-10-28,2025-10-30,Entregado,7.0,5,Atrasado,228.35000000000002
PED-10196,CLI-1009,PROD-129,TR-102,Centro,65,29.38,34,2025-03-03,2025-03-07,2025-03-06,Entregado,3.0,4,A Tiempo,1.6200000000000045
PED-10197,CLI-1047,PROD-129,TR-103,Norte,195,11.34,51,2026-06-16,2026-06-21,,Cancelado,,5,En Tránsito / Pendiente,132.66
PED-10198,CLI-1072,PROD-114,TR-104,Oeste,602,13.61,362,2026-06-29,2026-07-03,2026-07-04,Entregado,5.0,4,Atrasado,226.39
PED-10199,CLI-1041,PROD-123,TR-104,Sur,459,17.43,834,2025-10-25,2025-10-29,2025-10-28,Entregado,3.0,4,A Tiempo,-392.43
PED-10200,CLI-1075,PROD-118,TR-102,Oeste,176,22.15,90,2024-06-28,2024-07-02,2024-07-03,Entregado,5.0,4,Atrasado,63.849999999999994
PED-10201,CLI-1024,PROD-105,TR-102,Sur,440,18.66,552,2025-05-03,2025-05-07,2025-05-06,Entregado,3.0,4,A Tiempo,-130.66000000000003
PED-10202,CLI-1114,PROD-124,TR-103,Centro,1005,15.43,181,2024-12-03,2024-12-08,2024-12-09,Entregado,6.0,5,Atrasado,808.57
PED-10203,CLI-1060,PROD-101,TR-101,Centro,201,32.96,57,2025-04-21,2025-04-24,2025-04-24,Entregado,3.0,3,A Tiempo,111.03999999999999
PED-10204,CLI-1079,PROD-122,TR-101,Centro,420,14.35,321,2025-10-16,2025-10-19,2025-10-19,Entregado,3.0,3,A Tiempo,84.64999999999998
PED-10205,CLI-1034,PROD-115,TR-102,Este,486,27.1,216,2025-04-10,2025-04-14,,Cancelado,,4,En Tránsito / Pendiente,242.89999999999998
PED-10206,CLI-1137,PROD-125,TR-102,Oeste,858,20.34,1653,2026-02-19,2026-02-23,2026-02-24,Entregado,5.0,4,Atrasado,-815.34
PED-10207,CLI-1019,PROD-129,TR-101,Oeste,65,22.72,51,2024-03-04,2024-03-07,2024-03-08,Entregado,4.0,3,Atrasado,-8.719999999999999
PED-10208,CLI-1133,PROD-114,TR-101,Este,602,32.32,181,2025-11-27,2025-11-30,2025-12-01,Entregado,4.0,3,Atrasado,388.67999999999995
PED-10209,CLI-1014,PROD-114,TR-102,Norte,301,20.75,543,2025-06-09,2025-06-13,2025-06-14,Entregado,5.0,4,Atrasado,-262.75
PED-10210,CLI-1005,PROD-112,TR-103,Oeste,642,9.7,106,2026-04-16,2026-04-21,2026-04-24,Entregado,8.0,5,Atrasado,526.3
PED-10211,CLI-1016,PROD-117,TR-101,Este,459,19.33,544,2024-03-11,2024-03-14,2024-03-14,Entregado,3.0,3,A Tiempo,-104.32999999999998
PED-10212,CLI-1034,PROD-124,TR-104,Este,670,18.45,362,2025-01-18,2025-01-22,2025-01-22,Entregado,4.0,4,A Tiempo,289.54999999999995
PED-10213,CLI-1138,PROD-104,TR-103,Sur,194,11.87,78,2024-05-01,2024-05-06,,Cancelado,,5,En Tránsito / Pendiente,104.13
PED-10214,CLI-1000,PROD-124,TR-101,Este,1005,22.6,362,2024-11-01,2024-11-04,2024-11-05,Entregado,4.0,3,Atrasado,620.4
PED-10215,CLI-1063,PROD-114,TR-103,Centro,301,29.95,181,2024-06-07,2024-06-12,2024-06-13,Entregado,6.0,5,Atrasado,90.05000000000001
PED-10216,CLI-1004,PROD-107,TR-102,Sur,940,26.31,828,2024-03-09,2024-03-13,,Cancelado,,4,En Tránsito / Pendiente,85.69000000000005
PED-10217,CLI-1062,PROD-123,TR-101,Centro,459,12.21,278,2025-02-15,2025-02-18,,Cancelado,,3,En Tránsito / Pendiente,168.79000000000002
PED-10218,CLI-1059,PROD-126,TR-103,Sur,1704,16.5,562,2025-08-14,2025-08-19,2025-08-20,Entregado,6.0,5,Atrasado,1125.5
PED-10219,CLI-1133,PROD-107,TR-104,Este,1410,32.66,828,2024-11-03,2024-11-07,2024-11-08,Entregado,5.0,4,Atrasado,549.3399999999999
PED-10220,CLI-1109,PROD-117,TR-104,Norte,1377,29.32,544,2024-02-18,2024-02-22,2024-02-23,Entregado,5.0,4,Atrasado,803.6800000000001
PED-10221,CLI-1106,PROD-113,TR-102,Sur,422,31.01,102,2024-11-03,2024-11-07,2024-11-08,Entregado,5.0,4,Atrasado,288.99
PED-10222,CLI-1036,PROD-125,TR-104,Este,2574,12.05,1653,2024-02-29,2024-03-04,2024-03-04,Entregado,4.0,4,A Tiempo,908.9499999999998
PED-10223,CLI-1062,PROD-108,TR-102,Centro,168,22.69,25,2024-12-04,2024-12-08,2024-12-08,Entregado,4.0,4,A Tiempo,120.31
PED-10224,CLI-1048,PROD-101,TR-103,Norte,67,13.49,19,2025-01-21,2025-01-26,2025-01-27,Entregado,6.0,5,Atrasado,34.51
PED-10225,CLI-1143,PROD-106,TR-104,Centro,1734,14.11,559,2024-08-01,2024-08-05,2024-08-05,Entregado,4.0,4,A Tiempo,1160.89
PED-10226,CLI-1048,PROD-123,TR-101,Norte,459,24.52,834,2026-02-03,2026-02-06,2026-02-08,Entregado,5.0,3,Atrasado,-399.52
PED-10227,CLI-1061,PROD-117,TR-103,Este,1377,18.02,816,2026-03-05,2026-03-10,2026-03-10,Entregado,5.0,5,A Tiempo,542.98
PED-10228,CLI-1066,PROD-111,TR-104,Centro,1724,18.32,550,2025-04-22,2025-04-26,2025-05-01,Entregado,9.0,4,Atrasado,1155.68
PED-10229,CLI-1144,PROD-127,TR-102,Norte,162,23.85,93,2026-01-29,2026-02-02,2026-02-02,Entregado,4.0,4,A Tiempo,45.150000000000006
PED-10230,CLI-1106,PROD-109,TR-102,Sur,2589,21.73,558,2024-07-19,2024-07-23,2024-07-23,Entregado,4.0,4,A Tiempo,2009.27
PED-10231,CLI-1086,PROD-108,TR-104,Oeste,168,27.92,25,2026-01-10,2026-01-14,2026-01-14,Entregado,4.0,4,A Tiempo,115.07999999999998
PED-10232,CLI-1090,PROD-105,TR-102,Sur,1320,33.87,828,2026-01-07,2026-01-11,2026-01-10,Entregado,3.0,4,A Tiempo,458.1300000000001
PED-10233,CLI-1134,PROD-101,TR-101,Sur,134,30.83,19,2026-04-17,2026-04-20,2026-04-19,Entregado,2.0,3,A Tiempo,84.17
PED-10234,CLI-1059,PROD-102,TR-102,Sur,1686,24.87,563,2024-01-10,2024-01-14,2024-01-14,Entregado,4.0,4,A Tiempo,1098.13
PED-10235,CLI-1123,PROD-121,TR-104,Este,64,22.53,36,2024-01-17,2024-01-21,2024-01-26,Entregado,9.0,4,Atrasado,5.469999999999999
PED-10236,CLI-1073,PROD-100,TR-104,Este,57,22.4,12,2026-04-05,2026-04-09,2026-04-08,Entregado,3.0,4,A Tiempo,22.6
PED-10237,CLI-1061,PROD-106,TR-103,Este,867,33.92,1118,2026-04-14,2026-04-19,2026-04-19,Entregado,5.0,5,A Tiempo,-284.91999999999996
PED-10238,CLI-1117,PROD-118,TR-102,Norte,88,34.78,135,2025-12-14,2025-12-18,2025-12-19,Entregado,5.0,4,Atrasado,-81.78
PED-10239,CLI-1008,PROD-102,TR-104,Centro,843,8.75,1689,2025-01-23,2025-01-27,2025-01-27,Entregado,4.0,4,A Tiempo,-854.75
PED-10240,CLI-1043,PROD-102,TR-104,Centro,2529,32.21,563,2026-05-15,2026-05-19,2026-05-19,Entregado,4.0,4,A Tiempo,1933.79
PED-10241,CLI-1010,PROD-107,TR-102,Oeste,940,9.73,552,2026-06-07,2026-06-11,2026-06-12,Entregado,5.0,4,Atrasado,378.27
PED-10242,CLI-1071,PROD-128,TR-101,Este,60,24.06,29,2024-07-02,2024-07-05,2024-07-05,Entregado,3.0,3,A Tiempo,6.939999999999998
PED-10243,CLI-1101,PROD-129,TR-101,Norte,195,26.44,34,2024-11-02,2024-11-05,2024-11-09,Entregado,7.0,3,Atrasado,134.56
PED-10244,CLI-1098,PROD-124,TR-102,Sur,335,28.25,543,2026-03-20,2026-03-24,2026-03-25,Entregado,5.0,4,Atrasado,-236.25
PED-10245,CLI-1025,PROD-113,TR-102,Oeste,422,25.3,102,2026-05-08,2026-05-12,2026-05-17,Entregado,9.0,4,Atrasado,294.7
PED-10246,CLI-1115,PROD-115,TR-102,Sur,486,26.51,108,2024-12-30,2025-01-03,2025-01-03,Entregado,4.0,4,A Tiempo,351.49
PED-10247,CLI-1097,PROD-102,TR-103,Este,843,12.59,1126,2026-03-28,2026-04-02,2026-04-01,Entregado,4.0,5,A Tiempo,-295.59000000000003
PED-10248,CLI-1039,PROD-123,TR-104,Centro,459,20.29,556,2024-11-20,2024-11-24,2024-11-23,Entregado,3.0,4,A Tiempo,-117.29000000000002
PED-10249,CLI-1069,PROD-103,TR-102,Este,1407,22.08,816,2024-03-30,2024-04-03,2024-04-03,Entregado,4.0,4,A Tiempo,568.9200000000001
PED-10250,CLI-1026,PROD-100,TR-101,Sur,171,31.39,24,2024-12-28,2024-12-31,2025-01-01,Entregado,4.0,3,Atrasado,115.61000000000001
PED-10251,CLI-1105,PROD-112,TR-101,Sur,642,12.99,318,2026-01-12,2026-01-15,2026-01-14,Entregado,2.0,3,A Tiempo,311.01
PED-10252,CLI-1097,PROD-105,TR-102,Este,440,12.93,276,2024-10-02,2024-10-06,2024-10-06,Entregado,4.0,4,A Tiempo,151.07
PED-10253,CLI-1070,PROD-113,TR-103,Sur,422,27.6,102,2025-05-10,2025-05-15,2025-05-15,Entregado,5.0,5,A Tiempo,292.4
PED-10254,CLI-1126,PROD-119,TR-102,Norte,93,17.3,86,2025-04-13,2025-04-17,2025-04-21,Entregado,8.0,4,Atrasado,-10.299999999999997
PED-10255,CLI-1084,PROD-114,TR-103,Oeste,903,16.46,181,2025-03-16,2025-03-21,2025-03-22,Entregado,6.0,5,Atrasado,705.54
PED-10256,CLI-1051,PROD-115,TR-103,Centro,486,26.92,324,2024-06-30,2024-07-05,2024-07-05,Entregado,5.0,5,A Tiempo,135.07999999999998
PED-10257,CLI-1125,PROD-118,TR-102,Centro,176,33.2,45,2024-11-29,2024-12-03,2024-12-03,Entregado,4.0,4,A Tiempo,97.80000000000001
PED-10258,CLI-1051,PROD-118,TR-102,Centro,264,33.49,90,2025-11-29,2025-12-03,2025-12-02,Entregado,3.0,4,A Tiempo,140.51
PED-10259,CLI-1053,PROD-114,TR-103,Este,903,12.19,362,2026-05-01,2026-05-06,2026-05-06,Entregado,5.0,5,A Tiempo,528.81
PED-10260,CLI-1077,PROD-107,TR-103,Norte,940,20.4,276,2025-11-05,2025-11-10,2025-11-10,Entregado,5.0,5,A Tiempo,643.6
PED-10261,CLI-1122,PROD-118,TR-104,Centro,176,9.47,135,2025-07-01,2025-07-05,,Cancelado,,4,En Tránsito / Pendiente,31.53
PED-10262,CLI-1137,PROD-119,TR-101,Oeste,279,12.91,86,2024-04-21,2024-04-24,2024-04-25,Entregado,4.0,3,Atrasado,180.08999999999997
PED-10263,CLI-1144,PROD-120,TR-104,Norte,839,11.11,541,2026-02-09,2026-02-13,2026-02-13,Entregado,4.0,4,A Tiempo,286.89
PED-10264,CLI-1056,PROD-116,TR-102,Este,1392,26.8,861,2025-04-01,2025-04-05,2025-04-05,Entregado,4.0,4,A Tiempo,504.20000000000005
PED-10265,CLI-1038,PROD-111,TR-101,Este,862,30.53,550,2025-05-09,2025-05-12,2025-05-17,Entregado,8.0,3,Atrasado,281.47
PED-10266,CLI-1089,PROD-109,TR-103,Este,1726,21.12,1116,2025-04-11,2025-04-16,2025-04-17,Entregado,6.0,5,Atrasado,588.8800000000001
PED-10267,CLI-1115,PROD-110,TR-101,Sur,205,25.67,248,2024-11-03,2024-11-06,2024-11-08,Entregado,5.0,3,Atrasado,-68.67000000000002
PED-10268,CLI-1042,PROD-129,TR-102,Este,130,19.8,51,2025-06-12,2025-06-16,2025-06-15,Entregado,3.0,4,A Tiempo,59.2
PED-10269,CLI-1118,PROD-107,TR-104,Norte,1410,18.98,552,2025-10-06,2025-10-10,2025-10-11,Entregado,5.0,4,Atrasado,839.02
PED-10270,CLI-1050,PROD-114,TR-104,Este,301,28.44,362,2025-02-02,2025-02-06,2025-02-09,Entregado,7.0,4,Atrasado,-89.44
PED-10271,CLI-1016,PROD-118,TR-101,Este,176,13.72,90,2026-03-29,2026-04-01,2026-03-31,Entregado,2.0,3,A Tiempo,72.28
PED-10272,CLI-1029,PROD-108,TR-104,Oeste,252,24.7,50,2025-06-24,2025-06-28,2025-06-28,Entregado,4.0,4,A Tiempo,177.3
PED-10273,CLI-1029,PROD-111,TR-103,Oeste,2586,29.72,1650,2026-05-15,2026-05-20,2026-05-19,Entregado,4.0,5,A Tiempo,906.2800000000002
PED-10274,CLI-1021,PROD-121,TR-102,Sur,64,18.39,36,2024-11-16,2024-11-20,2024-11-24,Entregado,8.0,4,Atrasado,9.61
PED-10275,CLI-1099,PROD-113,TR-102,Oeste,422,22.74,306,2025-08-11,2025-08-15,2025-08-14,Entregado,3.0,4,A Tiempo,93.25999999999999
PED-10276,CLI-1044,PROD-117,TR-102,Norte,918,24.91,544,2025-05-16,2025-05-20,2025-05-19,Entregado,3.0,4,A Tiempo,349.09000000000003
PED-10277,CLI-1091,PROD-100,TR-104,Norte,171,25.81,36,2024-05-19,2024-05-23,2024-05-23,Entregado,4.0,4,A Tiempo,109.19
PED-10278,CLI-1104,PROD-121,TR-104,Sur,128,10.69,36,2025-03-01,2025-03-05,2025-03-05,Entregado,4.0,4,A Tiempo,81.31
PED-10279,CLI-1007,PROD-125,TR-102,Este,2574,12.96,1102,2024-10-26,2024-10-30,2024-11-02,Entregado,7.0,4,Atrasado,1459.04
PED-10280,CLI-1126,PROD-117,TR-101,Norte,918,30.3,816,2025-08-09,2025-08-12,2025-08-19,Entregado,10.0,3,Atrasado,71.70000000000005
PED-10281,CLI-1112,PROD-117,TR-102,Este,918,20.42,272,2025-03-11,2025-03-15,2025-03-18,Entregado,7.0,4,Atrasado,625.58
PED-10282,CLI-1022,PROD-114,TR-101,Norte,903,26.76,543,2026-03-05,2026-03-08,2026-03-08,Entregado,3.0,3,A Tiempo,333.24
PED-10283,CLI-1109,PROD-105,TR-102,Norte,440,17.8,828,2026-03-14,2026-03-18,2026-03-17,Entregado,3.0,4,A Tiempo,-405.8
PED-10284,CLI-1071,PROD-119,TR-102,Este,186,15.58,129,2024-11-27,2024-12-01,2024-12-01,Entregado,4.0,4,A Tiempo,41.41999999999999
PED-10285,CLI-1131,PROD-128,TR-101,Sur,60,31.48,58,2024-05-18,2024-05-21,2024-05-21,Entregado,3.0,3,A Tiempo,-29.48
PED-10286,CLI-1032,PROD-122,TR-102,Centro,210,18.91,321,2024-09-12,2024-09-16,2024-09-16,Entregado,4.0,4,A Tiempo,-129.91
PED-10287,CLI-1036,PROD-118,TR-103,Este,88,29.56,135,2025-10-04,2025-10-09,2025-10-09,Entregado,5.0,5,A Tiempo,-76.56
PED-10288,CLI-1023,PROD-112,TR-103,Centro,428,17.17,212,2025-12-12,2025-12-17,2025-12-17,Entregado,5.0,5,A Tiempo,198.82999999999998
PED-10289,CLI-1000,PROD-127,TR-101,Este,162,17.99,93,2026-01-18,2026-01-21,2026-01-22,Entregado,4.0,3,Atrasado,51.00999999999999
PED-10290,CLI-1136,PROD-112,TR-102,Sur,428,30.45,212,2025-03-15,2025-03-19,2025-03-19,Entregado,4.0,4,A Tiempo,185.55
PED-10291,CLI-1086,PROD-117,TR-102,Oeste,1377,9.72,272,2025-08-02,2025-08-06,2025-08-06,Entregado,4.0,4,A Tiempo,1095.28
PED-10292,CLI-1117,PROD-100,TR-101,Norte,57,13.86,24,2026-05-28,2026-05-31,2026-06-06,Entregado,9.0,3,Atrasado,19.14
PED-10293,CLI-1033,PROD-128,TR-103,Oeste,60,18.05,87,2024-06-11,2024-06-16,2024-06-16,Entregado,5.0,5,A Tiempo,-45.05
PED-10294,CLI-1021,PROD-111,TR-102,Sur,2586,28.51,1650,2024-02-23,2024-02-27,2024-02-27,Entregado,4.0,4,A Tiempo,907.4899999999998
PED-10295,CLI-1109,PROD-120,TR-101,Norte,1678,12.02,541,2025-12-21,2025-12-24,2025-12-28,Entregado,7.0,3,Atrasado,1124.98
PED-10296,CLI-1113,PROD-100,TR-101,Norte,114,12.0,36,2025-12-13,2025-12-16,2025-12-19,Entregado,6.0,3,Atrasado,66.0
PED-10297,CLI-1098,PROD-102,TR-101,Sur,843,29.0,1126,2024-04-15,2024-04-18,2024-04-18,Entregado,3.0,3,A Tiempo,-312.0
PED-10298,CLI-1034,PROD-120,TR-102,Este,2517,12.85,1623,2024-03-11,2024-03-15,2024-03-14,Entregado,3.0,4,A Tiempo,881.1500000000001
PED-10299,CLI-1089,PROD-123,TR-102,Este,1377,20.22,834,2025-10-05,2025-10-09,2025-10-09,Entregado,4.0,4,A Tiempo,522.78
PED-10300,CLI-1055,PROD-102,TR-101,Este,2529,17.82,1126,2024-05-23,2024-05-26,2024-05-27,Entregado,4.0,3,Atrasado,1385.1799999999998
PED-10301,CLI-1035,PROD-107,TR-103,Centro,1410,30.97,276,2025-10-22,2025-10-27,2025-10-31,Entregado,9.0,5,Atrasado,1103.03
PED-10302,CLI-1077,PROD-106,TR-102,Norte,867,21.61,559,2026-02-04,2026-02-08,2026-02-09,Entregado,5.0,4,Atrasado,286.39
PED-10303,CLI-1127,PROD-120,TR-101,Este,1678,12.0,1082,2025-06-24,2025-06-27,2025-06-26,Entregado,2.0,3,A Tiempo,584.0
PED-10304,CLI-1145,PROD-113,TR-103,Oeste,211,24.07,102,2025-07-13,2025-07-18,2025-07-18,Entregado,5.0,5,A Tiempo,84.93
PED-10305,CLI-1003,PROD-108,TR-102,Norte,252,25.16,50,2024-02-10,2024-02-14,2024-02-14,Entregado,4.0,4,A Tiempo,176.84
PED-10306,CLI-1128,PROD-124,TR-104,Este,1005,22.75,543,2025-03-09,2025-03-13,2025-03-12,Entregado,3.0,4,A Tiempo,439.25
PED-10307,CLI-1039,PROD-108,TR-101,Centro,84,17.16,75,2024-11-13,2024-11-16,2024-11-19,Entregado,6.0,3,Atrasado,-8.159999999999997
PED-10308,CLI-1016,PROD-109,TR-104,Este,863,10.78,558,2026-01-17,2026-01-21,2026-01-20,Entregado,3.0,4,A Tiempo,294.22
PED-10309,CLI-1111,PROD-103,TR-104,Este,1407,25.94,816,2025-09-18,2025-09-22,2025-09-22,Entregado,4.0,4,A Tiempo,565.06
PED-10310,CLI-1044,PROD-103,TR-101,Norte,469,33.75,544,2025-12-25,2025-12-28,2025-12-31,Entregado,6.0,3,Atrasado,-108.75
PED-10311,CLI-1066,PROD-105,TR-103,Centro,1320,28.94,276,2024-05-09,2024-05-14,2024-05-14,Entregado,5.0,5,A Tiempo,1015.06
PED-10312,CLI-1007,PROD-110,TR-104,Este,615,25.13,372,2024-10-05,2024-10-09,2024-10-09,Entregado,4.0,4,A Tiempo,217.87
PED-10313,CLI-1127,PROD-114,TR-103,Este,301,12.67,362,2024-02-26,2024-03-02,2024-03-03,Entregado,6.0,5,Atrasado,-73.67000000000002
PED-10314,CLI-1146,PROD-121,TR-101,Norte,64,14.98,36,2024-08-21,2024-08-24,2024-08-23,Entregado,2.0,3,A Tiempo,13.019999999999996
PED-10315,CLI-1120,PROD-111,TR-104,Sur,2586,28.13,1650,2024-06-02,2024-06-06,2024-06-05,Entregado,3.0,4,A Tiempo,907.8699999999999
PED-10316,CLI-1107,PROD-107,TR-103,Sur,940,30.39,552,2024-09-11,2024-09-16,2024-09-17,Entregado,6.0,5,Atrasado,357.61
PED-10317,CLI-1030,PROD-116,TR-101,Sur,464,10.33,574,2024-07-02,2024-07-05,2024-07-06,Entregado,4.0,3,Atrasado,-120.32999999999998
PED-10318,CLI-1072,PROD-124,TR-103,Oeste,335,13.82,362,2024-12-01,2024-12-06,2024-12-11,Entregado,10.0,5,Atrasado,-40.81999999999999
PED-10319,CLI-1077,PROD-123,TR-102,Norte,459,32.36,834,2025-04-20,2025-04-24,2025-04-24,Entregado,4.0,4,A Tiempo,-407.36
PED-10320,CLI-1062,PROD-104,TR-101,Centro,291,31.75,78,2025-02-23,2025-02-26,,Cancelado,,3,En Tránsito / Pendiente,181.25
PED-10321,CLI-1000,PROD-124,TR-104,Este,335,22.54,181,2026-05-19,2026-05-23,2026-05-23,Entregado,4.0,4,A Tiempo,131.45999999999998
PED-10322,CLI-1060,PROD-113,TR-104,Centro,633,10.97,204,2024-03-02,2024-03-06,2024-03-05,Entregado,3.0,4,A Tiempo,418.03
PED-10323,CLI-1059,PROD-128,TR-104,Sur,180,23.89,29,2025-12-18,2025-12-22,2025-12-22,Entregado,4.0,4,A Tiempo,127.11000000000001
PED-10324,CLI-1129,PROD-104,TR-104,Centro,194,34.05,78,2024-03-17,2024-03-21,2024-03-20,Entregado,3.0,4,A Tiempo,81.94999999999999
PED-10325,CLI-1060,PROD-109,TR-103,Centro,2589,17.15,1674,2026-05-21,2026-05-26,2026-05-26,Entregado,5.0,5,A Tiempo,897.8499999999999
PED-10326,CLI-1115,PROD-108,TR-102,Sur,252,12.62,25,2024-03-17,2024-03-21,2024-03-20,Entregado,3.0,4,A Tiempo,214.38
PED-10327,CLI-1042,PROD-114,TR-104,Este,602,20.48,181,2024-11-17,2024-11-21,2024-11-22,Entregado,5.0,4,Atrasado,400.52
PED-10328,CLI-1030,PROD-102,TR-102,Sur,2529,9.57,1689,2026-04-06,2026-04-10,2026-04-11,Entregado,5.0,4,Atrasado,830.4299999999998
PED-10329,CLI-1083,PROD-104,TR-101,Oeste,194,9.8,78,2025-12-29,2026-01-01,2026-01-01,Entregado,3.0,3,A Tiempo,106.19999999999999
PED-10330,CLI-1076,PROD-108,TR-102,Norte,252,23.08,75,2024-02-01,2024-02-05,2024-02-05,Entregado,4.0,4,A Tiempo,153.92000000000002
PED-10331,CLI-1024,PROD-114,TR-101,Sur,301,30.5,181,2026-04-03,2026-04-06,2026-04-05,Entregado,2.0,3,A Tiempo,89.5
PED-10332,CLI-1056,PROD-104,TR-102,Este,291,10.73,78,2026-04-23,2026-04-27,2026-04-28,Entregado,5.0,4,Atrasado,202.26999999999998
PED-10333,CLI-1019,PROD-100,TR-101,Oeste,57,32.48,12,2024-07-21,2024-07-24,2024-07-24,Entregado,3.0,3,A Tiempo,12.520000000000003
PED-10334,CLI-1084,PROD-103,TR-101,Oeste,1407,21.65,544,2025-04-17,2025-04-20,2025-04-25,Entregado,8.0,3,Atrasado,841.3499999999999
PED-10335,CLI-1109,PROD-105,TR-103,Norte,880,31.91,552,2024-08-07,2024-08-12,2024-08-12,Entregado,5.0,5,A Tiempo,296.09000000000003
PED-10336,CLI-1008,PROD-119,TR-102,Centro,279,10.12,86,2025-10-24,2025-10-28,2025-10-28,Entregado,4.0,4,A Tiempo,182.88
PED-10337,CLI-1071,PROD-112,TR-102,Este,214,34.84,318,2025-03-05,2025-03-09,2025-03-10,Entregado,5.0,4,Atrasado,-138.84
PED-10338,CLI-1004,PROD-112,TR-103,Sur,428,21.81,318,2025-05-06,2025-05-11,2025-05-11,Entregado,5.0,5,A Tiempo,88.19
PED-10339,CLI-1099,PROD-108,TR-102,Oeste,84,10.05,50,2024-01-27,2024-01-31,2024-01-30,Entregado,3.0,4,A Tiempo,23.950000000000003
PED-10340,CLI-1120,PROD-116,TR-103,Sur,464,15.07,287,2026-02-24,2026-03-01,2026-02-28,Entregado,4.0,5,A Tiempo,161.93
